req_count_1m,req_count_5m,avg_req_interval,std_req_interval,burst_max_5s,unique_endpoints,unique_methods,get_ratio,post_ratio,4xx_count,5xx_count,401_count,403_count,404_count,avg_latency,max_latency,bytes_sent,avg_payload_size,failed_auth_count,token_changes,distinct_user_agents,admin_route_hits,sensitive_route_hits
7,103,2909.0922166155324,756.1447581444431,4,11,1,0.9361815313170649,0.11438917750537102,0,0,0,0,0,118.20760911736781,205.1464400861186,136.92880421728614,304.50979253230287,0,0,1,0,2
31,31,548.1401021710673,221.67329768361282,3,13,2,0.9825246781800633,0.016259730925752756,0,0,0,0,0,32.741052822751485,69.42771227583336,4946.327280742945,58.521893426187134,0,0,1,0,2
30,99,1094.4596718664532,587.8904641516268,2,2,1,0.7455648838141486,0.13825656675064557,0,0,0,0,0,52.66570829415547,70.137238603208,2968.498192529395,408.97458212991813,0,0,1,0,2
18,98,2972.2201405781943,452.02487614018537,5,3,1,0.9418542336077453,0.14750139182602473,1,0,0,0,0,14.832259115689318,244.02422574098438,3013.8016365816466,147.26848345818732,0,0,1,0,1
193,753,95.71565446806322,4.32544528379189,70,51,3,0.43393099212770914,0.44272985630978856,244,26,66,48,33,437.5908186956605,2895.093553725607,47466.93766790789,4578.419302529152,61,8,4,29,27
26,14,4652.162898129179,546.9749638095408,3,12,1,0.8976420035761178,0.2892457879320865,0,0,0,0,0,37.7833664307435,109.9240412933843,2938.480039140462,364.42197293344697,0,0,1,0,1
1,49,4997.061290446203,621.6976437784087,2,3,1,0.786425803234997,0.1979756412286927,0,0,0,0,0,113.81691673352015,143.6737082921843,2809.7916346833445,425.38366907181654,0,0,1,0,0
10,57,3924.112446703006,325.6528589854163,4,1,2,0.8335797805808512,0.2239793600228553,0,0,0,0,0,89.05534497724544,289.6005551128598,1856.5622108475989,348.82648769872924,0,0,1,0,1
17,113,4437.832653741272,72.82526937544529,4,10,2,0.7681476068767382,0.01861373564995995,0,0,0,0,0,28.251468890313856,101.90279346762213,1639.0252143722082,410.53883050637705,0,1,1,0,1
19,60,3394.307394004391,857.8639055264666,6,14,1,0.9404929871637457,0.1524714910172632,0,0,0,0,0,115.08212745840173,219.69665018727204,2190.991622981412,214.62907814145825,0,0,1,0,0
15,10,670.1054865777069,601.6837318101739,7,13,1,0.8352803653235363,0.001331501921716216,0,0,0,0,0,20.231516442759496,81.45677864792432,4534.160387827364,176.4188273100901,0,1,1,0,1
36,111,4213.289932383981,946.8467622587596,6,10,2,0.758985020107237,0.2147484712446985,0,0,0,0,0,32.70498153845772,291.87665576732616,2977.3991744577656,349.7766656575326,0,0,1,0,0
35,70,4511.069592629519,294.64648905237857,1,8,1,0.7177393253177756,0.006850583151117873,0,0,0,0,0,23.422225754891848,28.51222455584963,317.1520618481476,10.180746749788971,0,0,1,0,2
241,1248,7.740113745122265,2.377463142259179,39,16,4,0.6553128146669549,0.6334137996792054,275,32,38,33,128,94.44167622706574,2780.896795703916,3480.2973199543067,3686.7837751298493,85,13,5,5,36
81,861,44.528989604365655,1.6739451900940079,89,68,2,0.17881874837663236,0.10412020735586767,261,22,60,48,89,94.71326371460478,2398.5911326549167,25358.558839083526,3130.112991718656,77,12,5,15,42
19,80,3231.9349685159186,263.54938859161217,6,2,1,0.9442342960584351,0.2305179843826346,0,0,0,0,0,62.8645290722542,236.07256982321647,468.0368955890058,76.41485331209536,0,0,1,0,0
16,86,995.2184997491568,328.262867601039,2,6,2,0.8182215596424771,0.24799991757412881,0,0,0,0,0,116.25202173207076,283.3009232317798,2033.2257719303934,328.53620061346027,0,0,1,0,2
20,8,4980.758969260831,497.0267185363948,5,2,1,0.7178302100290445,0.001778129692236141,1,0,0,0,0,20.844813382389557,143.33116164667246,2570.541940891343,52.65139250302797,0,0,1,0,2
330,903,68.0482910753872,0.9957338651606479,52,75,3,0.4750848283895055,0.2500608123244108,117,38,23,21,46,368.2258397274622,1068.8097610218679,22239.320459422983,5280.501482726157,17,8,5,35,39
26,16,3247.474182680644,268.9527723356552,3,5,2,0.9032568014239264,0.0817207626336759,0,0,0,0,0,33.819948454942256,165.5607622762466,1782.411445517225,52.60362428116944,0,0,1,0,0
28,33,2671.0731778068807,646.5001252347956,7,6,1,0.9909604458344448,0.0771978388025409,0,0,0,0,2,43.019723623509115,129.10128682431747,3594.727230680718,198.29690923350995,0,0,1,0,0
32,39,3744.148499349177,371.5819334022795,5,2,2,0.9680872478926602,0.0702252067952208,0,0,0,0,0,89.86792324396852,87.64087393733487,125.37259186258204,150.76179124859556,0,0,1,0,1
37,26,1870.6230549258562,511.5354767275055,4,5,2,0.7289286663103429,0.2563147568684413,0,0,0,0,0,53.84166060151519,233.31701153220632,4913.1042392940835,230.39408147652819,0,0,1,1,1
19,114,645.2663700114167,851.3285499701652,2,5,1,0.9996749934772022,0.1791514982393461,0,0,0,0,0,86.51035996118351,40.23653298775827,3155.595902492836,429.12455578709955,0,0,1,0,2
141,760,71.5579581341711,2.9279703091953575,72,41,2,0.7716243057474629,0.32325084235528223,24,30,10,36,91,767.3391546866892,696.574068681143,3790.991817024059,2742.6560015735035,72,11,2,26,26
98,657,38.61589343212295,0.20215654157265395,70,15,3,0.3916514138268372,0.8450611551385596,171,11,52,16,64,371.51733806173223,1474.149890586861,17544.456142713112,5067.268766788274,19,14,7,19,44
36,117,1343.6325523641563,452.98934061475813,2,4,2,0.7498439671912827,0.09634023201877097,1,0,0,0,0,41.3546411953047,272.2808291857764,4473.5961262051105,3.2552338305381068,0,0,1,0,0
24,108,3897.8149254394034,883.5210776250784,7,10,2,0.8121624017132718,0.2174642546913097,0,0,0,0,0,63.239175141452165,217.75484829545624,867.5230712254108,291.650538720672,0,1,1,0,1
211,325,19.125484975421024,2.161290274556338,67,21,3,0.6454007495690357,0.6474630774574863,155,2,33,5,26,253.25321398378543,1767.9950981934774,34226.72640152459,1218.1868338958636,30,7,8,21,11
9,89,4271.078533294989,304.17314623575396,1,1,1,0.8704415293244576,0.09971427055652955,0,0,0,0,0,99.4504858696988,40.47916057681141,1963.3248309586857,238.48483870844882,0,0,1,0,2
6,81,2718.865174200962,213.21020062896855,4,9,1,0.885966493786246,0.15285983733546393,0,0,0,0,0,65.34305702689878,95.23633073555584,545.5001813335687,221.74669086752087,1,0,1,0,2
11,100,4003.139699371663,76.28510024623678,4,5,2,0.9351194029717635,0.10535604251027579,0,0,0,0,0,118.18341839772354,28.707795087980518,1475.1277749010058,75.90360989513917,0,0,1,0,1
1,35,1616.4777159392465,696.6434490215813,5,6,2,0.7397098742116124,0.26672475903127296,0,0,0,0,0,89.51681610240732,281.58441446414247,3234.5393581950234,134.24631139130366,0,0,1,0,2
32,61,3686.4492522274963,293.54471057036193,1,12,1,0.7239338150251502,0.03411202017976771,0,0,0,0,0,28.41604974335115,220.17233271735694,3708.6910913929964,357.79217465325524,1,1,1,0,1
78,793,83.16818577619817,3.9100689298413265,50,13,4,0.2801781088930165,0.1849975506050946,19,10,95,17,54,91.00885839753586,2644.798418480048,7574.853208107889,2614.3927656407354,68,3,6,29,27
171,982,70.03203750090036,3.152389130842418,71,54,4,0.5365478528562216,0.31334157776307037,51,18,92,40,75,97.46593523354616,1575.5119174623421,13252.771046630396,7594.629589153905,31,7,9,34,12
28,110,3452.1320003988394,292.9935125474759,1,13,2,0.7202754949461438,0.2661479308521504,0,0,0,0,0,92.18230390793003,180.8972043486053,2416.1501130186525,60.73556643605077,0,0,1,0,0
65,1273,66.8835396626711,4.954967638969609,55,32,3,0.6892936399572902,0.5089104160720667,45,9,14,20,71,640.7141373621589,2838.5520352470407,37511.81465711568,1756.9930708803233,94,6,2,10,26
5,26,1379.5655470471415,235.23589984332895,5,3,2,0.9602032729545791,0.23710509850376577,0,0,0,0,1,109.83833502357385,226.53798424216995,369.0656414767224,96.24859822316284,0,0,1,0,1
25,39,4722.166305010785,595.9742017331733,3,13,1,0.8295366602016662,0.2708248730532723,0,0,0,0,0,116.8935060410791,180.33617719419541,2500.847847985774,240.1966559454004,0,0,1,0,2
2,24,1581.7756990427472,937.067095123129,6,9,2,0.9779540561710611,0.152310270727552,0,0,0,0,0,12.252476854167977,74.05050051979524,2395.607279495676,241.67111745688268,0,0,1,0,0
4,71,3126.3953711168488,940.2729998118805,3,13,2,0.8474488598337675,0.056320447546717445,0,0,0,0,0,18.4098334389155,295.81113497385206,2709.2086312894294,325.89966584657327,0,0,1,0,1
18,35,1607.9295547943682,985.126008611253,7,5,2,0.9719266771123103,0.23803449571597615,1,0,0,0,0,84.4156640665109,105.05274686343793,4589.7578601337445,189.3031512910165,1,0,1,0,0
29,6,3355.6640883919426,858.3325444990614,3,12,1,0.7461165083492156,0.032626707153304554,0,0,0,0,0,77.95999092874447,25.444488018428245,3830.5298396745334,275.5939279138935,0,0,1,0,1
6,91,2052.556196190797,693.9672886410426,2,14,2,0.7478358836218472,0.12216063705050198,0,0,0,0,0,106.93305752714488,199.27309374185447,1848.1987116208109,266.8534329410429,0,0,1,1,0
12,63,2759.5423586647016,288.65290657975703,4,1,2,0.9098674017666685,0.06121991698247689,0,0,0,0,0,110.81476456000327,60.78132057237635,480.7157233445031,364.2873841534139,0,0,1,0,2
28,90,3980.8594415321336,475.67514731458573,5,12,2,0.9495103042077643,0.14594794322933996,0,0,0,0,0,84.31681828212184,187.7569828442186,4275.941174192115,467.87680781900184,0,0,1,0,0
17,103,4362.1778786684845,255.19023963242364,2,10,2,0.7827072273559507,0.010596283573392139,0,0,0,0,0,18.381378991001434,260.5983686297235,1617.0975181948047,80.42155611931167,0,0,1,0,0
36,43,1430.6703141659596,528.763438010495,7,9,2,0.8460240041460704,0.056602785574201626,0,0,0,0,0,83.70033786022584,37.2771695229566,3883.076734213578,385.73716030421866,0,0,1,0,1
198,531,64.26802285406441,3.320350527024401,34,47,4,0.798260034285435,0.6470373312438349,43,20,63,43,123,748.3284237383908,1934.2555510394986,36029.28474520321,3700.0725664288825,61,6,9,6,28
2,91,3280.4397223931333,255.0810000009157,4,13,2,0.9719346130745601,0.2360523846228158,0,0,0,0,2,52.069088057943,25.730310543564258,1123.4295327347775,110.83168653426767,0,0,1,0,2
37,81,2481.6622964573744,764.9915469360652,4,11,2,0.7569466336192305,0.17057998116795428,0,0,0,0,1,93.95111808534038,162.84478004463554,2526.4412460157805,363.2543082103407,1,0,1,0,0
25,46,3320.1494696011614,298.3457838918462,3,14,2,0.7651883095865911,0.2752590465324022,0,0,0,0,0,43.36871053046048,136.64961992088567,3386.7614928488356,133.7804211762818,0,0,1,0,1
37,29,3603.9357372395275,239.4671174342532,2,8,1,0.8954556557852573,0.09641729371541134,0,0,0,0,0,23.8395230018006,286.9323971909709,966.6192009831159,98.79167097775887,0,0,1,0,1
39,12,2096.7059651850327,901.5292811013702,3,9,1,0.7343414066436893,0.1544781926600289,0,0,0,0,0,73.64541290982741,147.30356650448837,3464.5470255240734,106.02173913400037,0,0,1,0,1
13,49,2238.826056395186,272.1273219410391,1,12,1,0.744601121734732,0.2712284425237267,0,0,1,0,0,107.7176591270702,214.58564992292608,3537.6546533595665,147.27799109893292,0,0,1,0,0
39,90,1098.5306737239644,645.5919500432523,5,4,1,0.8927846254029577,0.052943237123307105,0,0,0,0,0,29.95217427319752,70.9411201397848,4642.441005983526,425.86853093854097,0,0,1,0,1
38,23,2764.2276358351096,771.3508977543764,5,11,1,0.7722055958433768,0.20518654970661673,0,1,0,1,0,46.862787550908955,173.38668851490345,164.55732235518468,93.84790814621059,0,0,1,0,0
172,574,6.89764811629255,0.18712521658342085,80,67,4,0.8749216162136089,0.4763737861418854,63,24,55,40,53,203.45607645133788,1656.78572595134,15906.97046660227,2700.1901110513945,72,10,7,18,25
256,1089,46.740883939032535,1.8060882918329602,67,23,4,0.21853311565420422,0.18228065019181303,162,32,64,44,137,692.7473271254266,1507.6427407260605,39356.090463716704,614.2787766624704,71,2,9,36,27
22,80,1401.997802993053,774.4322173652704,5,7,1,0.8972350541770957,0.02437984404553607,0,0,0,0,0,98.70059820162935,287.3358368452625,3690.2580120412886,402.6025692111159,0,0,1,0,0
28,106,4038.928660928977,107.82340213506473,5,1,1,0.9641567293908201,0.08446089255566976,1,0,0,0,0,53.89704218533903,47.328921302011906,4898.752799652641,299.4312184320195,0,0,1,0,0
186,303,71.20456468777736,1.715802835673238,80,43,3,0.6818378380550714,0.7480253610141494,143,11,50,42,123,275.1568737066143,1874.9521680296712,20214.22910678467,5437.008206533526,29,10,2,28,34
34,23,669.9127249578358,304.12054321353173,6,13,1,0.9935539563683962,0.00566750493172532,0,0,0,0,0,13.849878486400923,97.65114634340404,4165.394045386562,265.13507306494984,0,0,1,0,2
4,24,2663.3152127551225,232.5321260694189,2,14,1,0.7014043791397467,0.2813237701543032,0,0,0,0,0,91.38956003104677,213.51118632745028,4748.943162472951,277.0859459451411,0,0,1,0,2
349,1202,36.09104332353606,0.7658747209286626,33,48,2,0.6564132583426744,0.21172392068343415,175,40,18,16,88,289.31578478014995,2017.9836748590337,9624.867275109282,2875.0112139093153,27,13,2,32,26
21,55,3510.4193873673203,984.4999951328117,7,14,1,0.8323688768028191,0.16827139460124838,0,0,0,0,0,69.12312256521982,174.72080004583685,2851.9827024252527,243.80760681321345,0,0,1,0,2
12,107,3804.681484543986,117.882208739015,3,10,2,0.786591269478479,0.17470014532814196,0,0,0,0,1,41.343186689144595,291.5046074928681,4617.317801919642,357.7197502725871,0,0,1,0,2
87,512,11.696805866606006,2.6574525498453516,59,44,3,0.8987614166000356,0.8237317765560419,206,5,36,21,144,220.62133958514158,464.7956422730148,7585.320574992492,1496.0812865560872,17,8,4,17,45
26,89,842.7338215199716,190.23266848067038,2,4,2,0.7047403410011885,0.25192370352416965,0,0,0,0,0,73.34454318835867,25.818763602758548,1066.1372882240723,261.16733900450424,0,0,1,0,2
11,105,816.5303786925871,18.045687599340432,2,6,2,0.7168676826231077,0.24664655009842043,0,0,0,0,0,14.6016349222927,43.201692825744644,4632.00927503756,81.34416155044255,0,0,1,0,2
15,75,1045.6408493913773,678.5165126246543,1,13,2,0.719626123000918,0.12240132465838216,0,0,0,0,0,99.60711118553736,234.9512970617927,3215.460650353815,344.0395802317693,0,0,1,0,2
23,54,2408.1207601382744,74.69660963982284,1,3,2,0.9913555718425566,0.25968571514612815,0,0,0,0,0,44.19035063054489,33.49371614305983,1987.6270146148636,99.57324440697046,0,0,1,0,2
23,39,2947.0424829159833,492.5355643147095,5,2,2,0.9387966832208723,0.05849077409763434,0,0,0,0,0,22.83209230964394,65.80057615109095,325.2145065538413,32.515854379027544,0,0,1,0,0
22,20,3776.354127935864,60.32338142315628,7,10,1,0.8032102561024836,0.005411700704217592,0,0,0,0,0,99.06158104575852,138.87274604435723,3906.9536470087623,345.8360579621996,0,0,1,0,1
30,27,2956.4141994981637,644.4283843228991,5,6,2,0.9092512537235404,0.02618584455000661,0,0,0,0,0,26.607290377311976,127.16124005973457,4017.7369564199844,495.87951952838523,0,0,2,0,2
309,788,69.48275629784183,1.6778019564222746,99,26,2,0.6101432705143736,0.5781783685109554,144,30,22,5,83,245.38911751132088,2660.729951857567,34222.85808106212,7262.4212431123815,96,7,7,8,31
9,74,4312.336254996773,481.25740055484573,2,7,1,0.7866878843269931,0.23548845572862123,0,0,0,0,0,105.79807511105186,32.30705420796262,146.56312147065023,55.78173856504232,0,0,1,0,2
4,17,3239.763871332038,799.1395150479691,4,3,1,0.7559173611175275,0.059243299495200095,0,0,0,0,0,77.94920835287107,282.7021547430274,706.042173673107,145.6242139503679,0,0,1,0,0
10,66,4950.823485227168,494.20598889648005,2,6,2,0.8771675538021829,0.13636431536300977,0,0,0,0,0,101.96691164874981,88.14936654027115,4858.011362052877,113.59931321533101,0,0,1,0,2
39,115,2024.1171538725137,925.2764375772947,4,6,1,0.8369036941460809,0.2305759002697046,0,0,0,0,0,48.23078844627529,179.12886408969723,500.2657668976332,361.90547838756385,0,0,1,0,0
22,99,1886.332464410546,481.17606452664853,3,9,2,0.8961513443679299,0.1123674216093034,0,0,0,0,1,50.709581911215906,224.0924529880121,4968.625296836828,491.01980412029155,0,0,1,2,1
38,49,1285.369794128913,716.7357132787466,1,7,1,0.757175052430034,0.14228692832735487,0,0,0,0,0,61.075641669087794,31.260552131886502,1580.410776265635,188.36272185210734,0,0,1,0,1
15,95,4127.769144792307,756.2477311326838,1,10,1,0.8787763722846147,0.04785420836228481,0,0,0,0,0,116.0483789670484,105.6582545386189,1704.6924657038535,372.75273109307807,0,0,1,0,0
38,39,1433.598275443393,968.2278556475896,4,7,1,0.905970559886478,0.05898994704518909,0,0,0,0,0,96.26585668042992,295.9356529226512,4901.154605162413,50.919702891613795,0,0,1,0,1
35,15,3222.907803073945,89.45616889245493,2,14,1,0.7968515832888542,0.28618161450131946,0,0,0,0,0,77.7663320759998,154.28023804079447,4813.708238827289,326.3529992166336,0,0,1,0,0
36,62,1639.926406976663,669.8361540548025,6,7,1,0.7915912172834898,0.12518172678232004,0,0,0,0,0,93.9284860097764,167.50364513218278,716.0568243694827,387.7894206833092,0,0,1,0,2
3,28,1188.5588883764658,232.30249847190973,3,2,1,0.8438482796441138,0.18895543221492486,0,0,0,0,0,38.20145309758965,298.9004495499825,1775.5748531980094,424.6305272073644,0,0,1,0,1
30,14,1386.630828578413,558.4388205442223,6,1,2,0.7481650714103044,0.1422754291802975,0,0,0,0,0,23.66407043347781,273.9803793995116,3467.3974904691963,262.5347148999398,0,0,1,0,1
3,17,3395.496942143816,97.29194310755013,6,3,2,0.9370228829994549,0.09256745304088874,0,0,0,0,0,80.68482400971303,48.35383412446774,535.1346136292335,302.83756288513473,0,0,1,0,1
26,53,2574.43622503757,393.84066616801,3,7,1,0.9808943186196355,0.23446780488680083,0,0,0,0,0,14.355851678446616,85.16654590475477,4006.6468618066046,214.1384603024227,0,0,1,0,0
79,259,7.603566305317765,0.7275015449162647,83,59,2,0.14940530628457013,0.3533463569342211,30,15,28,15,66,779.4659488105065,2706.2714654561487,46233.23940669055,5051.293262063316,94,10,2,20,39
6,21,3209.1050559768937,622.4284187570612,2,1,1,0.9795237241419236,0.12233846778161364,0,0,0,0,0,118.18938312848626,173.9248745993334,1945.5125889856888,247.4709071679791,0,0,1,0,1
25,36,2704.9890215441146,279.46892055548903,6,4,2,0.9273911001316589,0.06060847348823949,0,0,0,0,0,49.79401985384415,141.57979837385628,4658.138302437261,267.0471088008004,0,0,1,0,2
214,1033,9.855744808345325,1.8552275725088563,72,11,3,0.19008312149343987,0.6412161410461927,25,30,71,48,109,652.3724325048671,2569.303694329429,8832.782514032126,1865.713248519563,48,14,2,23,16
287,1416,5.617853541964502,2.9411827357855547,91,63,3,0.7352276015003935,0.6090899515011927,82,48,90,27,118,174.05306159537275,2756.7762616173704,22094.67848571477,6458.29964063628,11,7,4,17,37
31,33,2996.7278012058528,816.858864127306,6,14,2,0.7287075950161024,0.15294758991570875,0,0,0,0,0,109.50471571689415,173.51418111364958,4091.2723623932047,121.76238269134492,0,0,1,0,2
219,1409,39.17849258996998,4.289119182474273,42,12,2,0.3899574858176186,0.7550928641918319,126,12,50,40,69,708.563653567546,1015.7623856040547,7565.7871039540105,2712.249823759371,65,13,9,26,42
32,34,2845.7881607102254,957.02235989574,4,6,1,0.7593974656471836,0.06047729300941844,0,0,0,0,2,95.76610870369365,182.54924887358172,774.561205900386,113.88277780760836,0,0,1,0,2
318,614,17.89727596962542,4.745694745512134,97,21,4,0.6536423115681003,0.8050158196508473,118,23,43,8,58,609.2968492637821,1533.5623434022743,35389.596372049054,3049.9291632845207,85,14,2,37,17
3,69,4220.364612661127,488.17032206962875,2,4,2,0.9674769662943064,0.23212382983594063,1,0,0,0,0,111.4008074965952,254.74242822501216,4523.2053021118645,233.46672110415156,0,0,1,0,0
30,102,2976.410457688349,355.8547227421141,5,14,1,0.9235980972782738,0.15258675516613404,0,1,0,0,0,114.80679523352734,250.71777415649095,3662.2505634017025,162.0963134427283,0,0,1,0,0
15,115,4928.158542286559,293.2425293012408,7,5,2,0.9031632447849925,0.24592469981197815,0,0,0,0,0,13.867168917875055,50.042166899971406,2990.4292051456437,12.715842833544267,0,0,1,0,1
2,27,954.9441342105497,962.411994076316,1,12,2,0.8760153050901244,0.014446644771239046,0,0,0,0,0,83.72012745530424,220.32315031872963,708.3759665289001,95.3672531793196,0,1,1,0,0
29,28,3729.6447191689426,864.4097955351057,7,12,1,0.7650530289538764,0.07439328354855922,0,0,0,0,0,91.98434781650839,171.35940768569623,3256.0187236505394,355.88773283118667,0,0,1,0,0
13,69,1486.4708860698688,561.2249073217196,4,6,1,0.8155475142804296,0.24633327138398242,0,0,0,0,0,52.20442665059482,235.54282779517112,4301.551261449856,426.8448835533291,0,0,1,0,1
34,115,4356.671610369746,707.9202688700325,5,11,2,0.7137472195774913,0.29799017629165814,2,0,0,0,0,113.58986436286254,264.3796356218007,1635.2585508039845,386.19588094370084,0,0,2,0,0
29,69,2639.914025977358,150.6320047089103,3,2,1,0.8584892706809921,0.08635111421283691,0,0,0,0,0,115.4816109668103,273.72592955352695,4205.105431267088,467.7114454307247,0,0,1,0,1
12,97,3495.5321843738543,813.7110462059768,4,2,2,0.8056608129501939,0.16841983509544312,0,0,0,0,0,86.99464446543192,176.7832687566849,1746.4551497779694,113.23373564914341,0,0,1,0,1
21,72,4961.916050965931,222.22617774644124,5,12,1,0.7794882407399398,0.06608752136167093,0,0,0,0,0,111.68958972584275,164.73479875202275,4450.934464222402,74.63714744229544,0,0,1,0,0
6,72,2447.0174481860104,334.7382561960088,3,9,2,0.8656029797783729,0.08493140081858803,0,0,0,0,0,60.36755719375006,145.06304838553876,3620.674989465959,187.62653295769272,0,0,1,0,1
7,16,4780.029647967125,599.1266141961688,5,14,1,0.9284821433962669,0.2552484070691937,0,0,0,0,0,84.69501619230219,129.15409262297186,2041.0826606370154,474.5758177158339,0,0,1,0,0
294,386,32.06942039390424,0.8392385286443682,98,63,2,0.4128943508662539,0.6856504656171142,35,16,14,15,99,172.82676451360936,2204.11850329178,34221.634515113314,4996.107317468663,64,12,2,34,32
36,81,2188.050468177649,471.43597010459695,3,13,2,0.983878034816101,0.29062814482384464,0,0,0,0,1,12.398223703184586,293.3238403323934,379.6964984454675,238.0588870973082,0,0,1,0,0
30,97,1580.8681827573469,706.2196058171672,3,13,1,0.7630727492451799,0.09834191889183243,0,0,0,0,0,70.55692508753447,85.01057022048809,4319.26391294608,438.8272913800982,0,0,1,0,1
31,79,693.7334100328468,176.6744563030778,6,12,2,0.9379458571063171,0.08428267040753147,0,0,0,0,0,54.408619774097176,193.0031644647539,951.1445840450605,304.9392536701589,0,0,1,0,1
81,731,47.70536805402083,0.6156900130693665,87,50,3,0.895043636644619,0.14835181071488332,144,47,87,48,139,471.4835392258727,2709.403248636297,21983.16584397449,2727.1582856176874,45,14,6,36,42
34,42,1057.5166523931975,215.1417668111282,6,7,2,0.7213698951862316,0.23849604042315853,0,0,0,0,0,104.98770140715045,136.43775018881556,4182.274894065184,114.45980442420995,0,0,1,0,1
203,478,32.24626523958083,1.5343553577731606,36,64,4,0.5761377442880347,0.12153013406844178,240,16,91,30,55,749.7987423855934,1989.987088506215,42722.36515483719,7553.1007941191365,69,7,7,24,13
7,81,665.3301773209239,898.2418050741153,7,5,2,0.8064470302076305,0.18695712859570718,0,0,0,0,0,27.800387794989096,143.21764376282937,1649.228492184425,434.516280021379,0,0,1,0,2
173,245,59.04514755817684,0.5315053200543074,23,46,4,0.37372058813884823,0.3498380405667816,98,16,87,27,24,547.9465269527128,1429.1673582546,47008.715670278034,625.4910993876848,48,3,8,34,43
24,89,1935.348679612514,441.4379083998118,3,12,1,0.8990207824416726,0.21776681547827034,0,0,0,0,0,21.414259381091874,239.36407682212743,1055.79884221081,352.26958891176713,0,0,1,0,1
10,74,1090.293459712504,314.57328353705,6,11,2,0.984204466018072,0.28022269752122275,0,0,0,0,0,98.82277101296009,246.16229828557906,1386.6118079697035,330.5734342365845,0,1,1,2,2
8,72,1194.9429731023188,20.308379194996466,7,2,2,0.8356731068536035,0.22816693285865158,0,0,0,0,0,25.780181059910937,219.94271177236564,1087.61450815721,251.26511012137877,0,0,1,0,2
28,28,1046.2102866890536,678.00900258922,4,7,1,0.901037960070008,0.1363601226429876,2,0,0,0,0,48.218879944176294,143.36369959107964,4920.768540398796,396.8437591037523,0,0,1,0,1
8,63,1067.9077938421426,806.7928813352953,5,9,2,0.7655355478465584,0.16449921141878074,0,0,0,0,0,61.73376721209452,35.65137382642276,3585.767074930661,137.14700216862076,0,0,1,0,2
316,1179,20.37809898388725,4.5867097365282055,34,43,3,0.5097563188119328,0.19611713332102465,191,19,38,8,83,733.6014800390262,1265.3736653691349,3018.036393904799,4038.8403643971433,60,4,3,17,14
11,104,3045.037674790507,868.2696995979383,5,14,2,0.7810843737486379,0.08435735566028277,1,0,0,0,0,63.184267016701135,141.96893815176128,1831.5782287270208,124.37678914073092,0,0,1,0,2
36,112,2620.5237486168735,995.5662235736262,6,3,1,0.8698476369003272,0.0671126781418428,0,0,0,0,0,118.4372749556864,163.26821260987685,1392.7155697867838,16.253633361624274,0,0,1,0,2
16,108,4021.189974434545,47.24115307607037,5,12,1,0.9521122857735174,0.017331239924158803,1,0,0,0,0,69.86594042304874,231.09701478477422,2602.4396865404847,272.8313437512358,0,0,1,0,1
163,497,15.330507878830037,3.367282501784636,36,64,4,0.17472561871435294,0.12763941890043853,185,34,87,19,135,123.94007545748403,1465.9562956863458,47546.34088206698,3785.455693155547,58,4,7,26,22
33,47,3281.126309412444,195.861185045464,1,2,1,0.7601311387110378,0.14028800526623172,2,0,0,0,0,87.38175774042239,282.62537874678225,2607.302187422488,499.82847970794893,0,0,1,0,1
100,1155,78.92653992838589,4.928838442639377,23,38,3,0.15173628073331555,0.795411248247688,38,10,34,39,110,154.13260018210997,2360.7904296902093,46899.509619489516,7243.02960106447,73,13,9,24,35
19,27,1119.1349975252056,769.9863395841785,6,4,1,0.7454622038135136,0.2598958896684788,0,0,0,0,0,117.69587239096997,298.12968878062605,2615.8355979305093,2.468503231707886,0,0,1,0,0
68,173,49.332367640294265,4.033910032015849,24,43,2,0.8280359927850133,0.653138793492307,265,35,49,6,101,357.7601549147486,2065.7663191243505,46771.1460672962,5221.457209363505,77,4,2,17,38
38,77,1134.979748247395,17.134457850544692,1,6,2,0.9065783514582224,0.16352010132636,0,0,0,0,0,88.49479916409827,60.250636886436816,388.7445210291007,106.21460855106413,0,0,1,0,0
315,251,69.6071243917438,0.9680983289612916,92,70,3,0.6407516985645457,0.6595877766984731,65,47,46,14,59,678.3305227663766,2419.1696573513173,20657.725367532086,6620.887022520115,44,11,2,5,41
160,472,69.44493524758737,0.9646965201702168,38,58,4,0.2594090280777397,0.639534755798256,99,26,54,8,101,352.7429589371946,2095.945378260715,13151.08933529757,7218.804537980743,90,2,4,11,40
8,7,789.0590269947722,51.73500793988981,4,3,2,0.7495430993876673,0.041734016078402734,0,0,0,0,0,100.76671133046295,37.449976481424436,3477.2244289380096,138.44187037998023,0,0,1,0,0
290,520,81.31902360952894,4.875822910823996,59,71,3,0.47931033150908353,0.5601100102462027,231,1,45,45,21,502.96738889989655,2762.0555654203345,32122.033212435592,6811.488962764983,31,2,2,36,43
394,1428,24.894290147254676,1.449639750467962,77,42,4,0.6755085456711256,0.6486932468839348,198,36,54,43,41,157.7677961248922,1938.5304824934578,44551.83414905024,4188.303152246674,18,9,6,25,41
1,68,3059.567703718142,743.5988053630892,7,4,1,0.8668817109541328,0.0942854507629909,0,0,0,0,0,39.004313744081415,171.6951480285875,400.48599569423106,218.3025100532531,0,0,1,0,1
